zoning_building_id,zoning_id,building_type_id,zoning_name,building_type_name,can_develop,conditional_use,cost_in_city,cost_in_ugb,cost_outside_ugb,probability,cost_notes,max_building_area,notes
148,7,6600,COB -- PUBLIC FACILITY -- W,Government,True,True,3200.0,-99999.99,-99999.99,1,Conditional Use Permit,,Subject to Site Plan Review
149,7,8000,COB -- PUBLIC FACILITY -- W,Agriculture / Timber / Mining,False,False,-99999.99,-99999.99,-99999.99,0,,,"Existing agricultural, horticultural, and livestock uses (no new uses); subject to Site Plan Review"
150,8,1110,EUG -- AGRICULTURAL -- AG,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
151,8,1121,EUG -- AGRICULTURAL -- AG,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
152,8,1122,EUG -- AGRICULTURAL -- AG,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
153,8,1130,EUG -- AGRICULTURAL -- AG,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
154,8,1210,EUG -- AGRICULTURAL -- AG,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
155,8,1220,EUG -- AGRICULTURAL -- AG,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
156,8,2111,EUG -- AGRICULTURAL -- AG,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
157,8,2112,EUG -- AGRICULTURAL -- AG,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
158,8,2121,EUG -- AGRICULTURAL -- AG,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
159,8,2122,EUG -- AGRICULTURAL -- AG,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
160,8,2131,EUG -- AGRICULTURAL -- AG,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
161,8,2132,EUG -- AGRICULTURAL -- AG,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
162,8,2140,EUG -- AGRICULTURAL -- AG,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
163,8,3100,EUG -- AGRICULTURAL -- AG,Hotel,False,False,-99999.99,-99999.99,-99999.99,0,,,
164,8,3200,EUG -- AGRICULTURAL -- AG,Resort,False,False,-99999.99,-99999.99,-99999.99,0,,,
165,8,4100,EUG -- AGRICULTURAL -- AG,Office,False,False,-99999.99,-99999.99,-99999.99,0,,,
166,8,4210,EUG -- AGRICULTURAL -- AG,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
167,8,4220,EUG -- AGRICULTURAL -- AG,Eating and Drinking,False,False,-99999.99,-99999.99,-99999.99,0,,,
168,8,4230,EUG -- AGRICULTURAL -- AG,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
169,8,4240,EUG -- AGRICULTURAL -- AG,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
170,8,4250,EUG -- AGRICULTURAL -- AG,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
171,8,4260,EUG -- AGRICULTURAL -- AG,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
172,8,4290,EUG -- AGRICULTURAL -- AG,Misc. Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
173,8,4300,EUG -- AGRICULTURAL -- AG,Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
174,8,4310,EUG -- AGRICULTURAL -- AG,Financial Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
175,8,4320,EUG -- AGRICULTURAL -- AG,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
176,8,4400,EUG -- AGRICULTURAL -- AG,Storage,False,False,-99999.99,-99999.99,-99999.99,0,,,
177,8,4900,EUG -- AGRICULTURAL -- AG,Misc. Commercial,False,False,-99999.99,-99999.99,-99999.99,0,,,
178,8,5100,EUG -- AGRICULTURAL -- AG,Light Industrial / Warehousing,False,False,-99999.99,-99999.99,-99999.99,0,,,
179,8,5200,EUG -- AGRICULTURAL -- AG,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
180,8,6110,EUG -- AGRICULTURAL -- AG,Preschool / Kindergarden,False,False,-99999.99,-99999.99,-99999.99,0,,,
181,8,6120,EUG -- AGRICULTURAL -- AG,Elementary School,False,False,-99999.99,-99999.99,-99999.99,0,,,
182,8,6130,EUG -- AGRICULTURAL -- AG,Middle School,False,False,-99999.99,-99999.99,-99999.99,0,,,
183,8,6140,EUG -- AGRICULTURAL -- AG,K-8 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
184,8,6150,EUG -- AGRICULTURAL -- AG,K-12 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
185,8,6160,EUG -- AGRICULTURAL -- AG,High School,False,False,-99999.99,-99999.99,-99999.99,0,,,
186,8,6170,EUG -- AGRICULTURAL -- AG,College / University,False,False,-99999.99,-99999.99,-99999.99,0,,,
187,8,6210,EUG -- AGRICULTURAL -- AG,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
188,8,6220,EUG -- AGRICULTURAL -- AG,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
189,8,6230,EUG -- AGRICULTURAL -- AG,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
190,8,6300,EUG -- AGRICULTURAL -- AG,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
191,8,6400,EUG -- AGRICULTURAL -- AG,TCU,False,False,-99999.99,-99999.99,-99999.99,0,,,
192,8,6500,EUG -- AGRICULTURAL -- AG,Cultural / Civic / Recreation,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,"Public parks, playgrounds, golf courses, country clubs, historical areas, structures, interpretive signs and monuments, natural features and vistas unique to the Urban Growth Area, bike paths and pedestrian walkways. Private recreation uses, and equestrian arenas, trails and paths and support facilities are conditional. "
193,8,6600,EUG -- AGRICULTURAL -- AG,Government,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,"Conditional: public and semi-public buildings related to health and safety services-fire stations, substations, reservoirs, and wastewater treatment facilities essential to the physical, social and economic welfare of the area."
194,8,7100,EUG -- AGRICULTURAL -- AG,College Dormitory,False,False,-99999.99,-99999.99,-99999.99,0,,,
195,8,7200,EUG -- AGRICULTURAL -- AG,Nursing Home,False,False,-99999.99,-99999.99,-99999.99,0,,,
196,8,7300,EUG -- AGRICULTURAL -- AG,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
197,8,7900,EUG -- AGRICULTURAL -- AG,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
198,8,8000,EUG -- AGRICULTURAL -- AG,Agriculture / Timber / Mining,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,"Agricultural uses, crop cultivation or truck gardens and animal husbandry per special conditions of Article VII.A.10"
199,8,9000,EUG -- AGRICULTURAL -- AG,Other,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,Cemeteries are a conditional use
200,9,1110,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
201,9,1121,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
202,9,1122,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
203,9,1130,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
204,9,1210,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
205,9,1220,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
206,9,2111,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Mixed Use - Retail + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
207,9,2112,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Mixed Use - Retail + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
208,9,2121,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Mixed Use - Office + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
209,9,2122,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Mixed Use - Office + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
210,9,2131,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Mixed Use - Services + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
211,9,2132,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Mixed Use - Services + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
212,9,2140,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Mixed Use - Non-Residential,True,False,0.0,0.0,-99999.99,1,,,
213,9,3100,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Hotel,False,False,-99999.99,-99999.99,-99999.99,0,,,
214,9,3200,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Resort,False,False,-99999.99,-99999.99,-99999.99,0,,,
215,9,4100,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Office,True,False,0.0,0.0,-99999.99,1,,,
216,9,4210,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Grocery Store,True,False,0.0,0.0,-99999.99,1,,,
217,9,4220,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Eating and Drinking,True,False,0.0,0.0,-99999.99,1,,,
218,9,4230,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Neighborhood Retail,True,False,0.0,0.0,-99999.99,1,,,
219,9,4240,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
220,9,4250,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
221,9,4260,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
222,9,4290,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Misc. Retail,False,False,-99999.99,-99999.99,-99999.99,0,,10000.0,
223,9,4300,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Services,True,False,0.0,0.0,-99999.99,1,,,
224,9,4310,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Financial Services,True,False,0.0,0.0,-99999.99,1,,,
225,9,4320,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
226,9,4400,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Storage,False,False,-99999.99,-99999.99,-99999.99,0,,,
227,9,4900,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Misc. Commercial,True,False,0.0,0.0,-99999.99,1,,,
228,9,5100,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Light Industrial / Warehousing,True,False,0.0,0.0,-99999.99,1,,5000.0,
229,9,5200,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
230,9,6110,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Preschool / Kindergarden,True,False,0.0,0.0,-99999.99,1,,,
231,9,6120,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Elementary School,False,False,-99999.99,-99999.99,-99999.99,0,,,
232,9,6130,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Middle School,False,False,-99999.99,-99999.99,-99999.99,0,,,
233,9,6140,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,K-8 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
234,9,6150,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,K-12 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
235,9,6160,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,High School,False,False,-99999.99,-99999.99,-99999.99,0,,,
236,9,6170,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,College / University,False,False,-99999.99,-99999.99,-99999.99,0,,,
237,9,6210,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
238,9,6220,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Clinic,True,False,0.0,0.0,-99999.99,1,,,
239,9,6230,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
240,9,6300,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
241,9,6400,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,TCU,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
242,9,6500,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Cultural / Civic / Recreation,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
243,9,6600,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Government,True,False,0.0,0.0,-99999.99,1,,,
244,9,7100,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,College Dormitory,True,False,0.0,0.0,-99999.99,1,,,
245,9,7200,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Nursing Home,False,False,-99999.99,-99999.99,-99999.99,0,,,
246,9,7300,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Military Housing,True,False,0.0,0.0,-99999.99,1,,,
247,9,7900,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
248,9,8000,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Agriculture / Timber / Mining,True,False,0.0,0.0,-99999.99,1,,,
249,9,9000,EUG -- NEIGHBORHOOD COMMERCIAL -- C-1,Other,False,False,-99999.99,-99999.99,-99999.99,0,,,
250,10,1110,EUG -- COMMUNITY COMMERCIAL -- C-2,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
251,10,1121,EUG -- COMMUNITY COMMERCIAL -- C-2,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
252,10,1122,EUG -- COMMUNITY COMMERCIAL -- C-2,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
253,10,1130,EUG -- COMMUNITY COMMERCIAL -- C-2,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
254,10,1210,EUG -- COMMUNITY COMMERCIAL -- C-2,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
255,10,1220,EUG -- COMMUNITY COMMERCIAL -- C-2,Multifamily - Large Building,True,False,0.0,0.0,-99999.99,1,,,
256,10,2111,EUG -- COMMUNITY COMMERCIAL -- C-2,Mixed Use - Retail + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
257,10,2112,EUG -- COMMUNITY COMMERCIAL -- C-2,Mixed Use - Retail + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
258,10,2121,EUG -- COMMUNITY COMMERCIAL -- C-2,Mixed Use - Office + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
259,10,2122,EUG -- COMMUNITY COMMERCIAL -- C-2,Mixed Use - Office + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
260,10,2131,EUG -- COMMUNITY COMMERCIAL -- C-2,Mixed Use - Services + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
261,10,2132,EUG -- COMMUNITY COMMERCIAL -- C-2,Mixed Use - Services + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
262,10,2140,EUG -- COMMUNITY COMMERCIAL -- C-2,Mixed Use - Non-Residential,True,False,0.0,0.0,-99999.99,1,,,
263,10,3100,EUG -- COMMUNITY COMMERCIAL -- C-2,Hotel,True,False,0.0,0.0,-99999.99,1,,,
264,10,3200,EUG -- COMMUNITY COMMERCIAL -- C-2,Resort,True,False,0.0,0.0,-99999.99,1,,,
265,10,4100,EUG -- COMMUNITY COMMERCIAL -- C-2,Office,True,False,0.0,0.0,-99999.99,1,,,
266,10,4210,EUG -- COMMUNITY COMMERCIAL -- C-2,Grocery Store,True,False,0.0,0.0,-99999.99,1,,,
267,10,4220,EUG -- COMMUNITY COMMERCIAL -- C-2,Eating and Drinking,True,False,0.0,0.0,-99999.99,1,,,
268,10,4230,EUG -- COMMUNITY COMMERCIAL -- C-2,Neighborhood Retail,True,False,0.0,0.0,-99999.99,1,,,
269,10,4240,EUG -- COMMUNITY COMMERCIAL -- C-2,Strip Shopping Mall,True,False,0.0,0.0,-99999.99,1,,,
270,10,4250,EUG -- COMMUNITY COMMERCIAL -- C-2,Shopping Mall,True,False,0.0,0.0,-99999.99,1,,,
271,10,4260,EUG -- COMMUNITY COMMERCIAL -- C-2,Big Box Retail,True,False,0.0,0.0,-99999.99,1,,,
272,10,4290,EUG -- COMMUNITY COMMERCIAL -- C-2,Misc. Retail,True,False,0.0,0.0,-99999.99,1,,,
273,10,4300,EUG -- COMMUNITY COMMERCIAL -- C-2,Services,True,False,0.0,0.0,-99999.99,1,,,
274,10,4310,EUG -- COMMUNITY COMMERCIAL -- C-2,Financial Services,True,False,0.0,0.0,-99999.99,1,,,
275,10,4320,EUG -- COMMUNITY COMMERCIAL -- C-2,Auto Sales / Parts / Repair,True,False,0.0,0.0,-99999.99,1,,,
276,10,4400,EUG -- COMMUNITY COMMERCIAL -- C-2,Storage,True,False,0.0,0.0,-99999.99,1,,,
277,10,4900,EUG -- COMMUNITY COMMERCIAL -- C-2,Misc. Commercial,True,False,0.0,0.0,-99999.99,1,,,
278,10,5100,EUG -- COMMUNITY COMMERCIAL -- C-2,Light Industrial / Warehousing,True,False,0.0,0.0,-99999.99,1,,,
279,10,5200,EUG -- COMMUNITY COMMERCIAL -- C-2,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
280,10,6110,EUG -- COMMUNITY COMMERCIAL -- C-2,Preschool / Kindergarden,True,False,0.0,0.0,-99999.99,1,,,
281,10,6120,EUG -- COMMUNITY COMMERCIAL -- C-2,Elementary School,True,False,0.0,0.0,-99999.99,1,,,
282,10,6130,EUG -- COMMUNITY COMMERCIAL -- C-2,Middle School,True,False,0.0,0.0,-99999.99,1,,,
283,10,6140,EUG -- COMMUNITY COMMERCIAL -- C-2,K-8 School,True,False,0.0,0.0,-99999.99,1,,,
284,10,6150,EUG -- COMMUNITY COMMERCIAL -- C-2,K-12 School,True,False,0.0,0.0,-99999.99,1,,,
285,10,6160,EUG -- COMMUNITY COMMERCIAL -- C-2,High School,True,False,0.0,0.0,-99999.99,1,,,
286,10,6170,EUG -- COMMUNITY COMMERCIAL -- C-2,College / University,True,False,0.0,0.0,-99999.99,1,,,
287,10,6210,EUG -- COMMUNITY COMMERCIAL -- C-2,Medical Lab,True,False,0.0,0.0,-99999.99,1,,,
288,10,6220,EUG -- COMMUNITY COMMERCIAL -- C-2,Clinic,True,False,0.0,0.0,-99999.99,1,,,
289,10,6230,EUG -- COMMUNITY COMMERCIAL -- C-2,Hospital,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
290,10,6300,EUG -- COMMUNITY COMMERCIAL -- C-2,Parking Structure,True,False,0.0,0.0,-99999.99,1,,,
291,10,6400,EUG -- COMMUNITY COMMERCIAL -- C-2,TCU,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
292,10,6500,EUG -- COMMUNITY COMMERCIAL -- C-2,Cultural / Civic / Recreation,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
293,10,6600,EUG -- COMMUNITY COMMERCIAL -- C-2,Government,True,False,0.0,0.0,-99999.99,1,,,
294,10,7100,EUG -- COMMUNITY COMMERCIAL -- C-2,College Dormitory,True,False,0.0,0.0,-99999.99,1,,,
295,10,7200,EUG -- COMMUNITY COMMERCIAL -- C-2,Nursing Home,True,False,0.0,0.0,-99999.99,1,,,
296,10,7300,EUG -- COMMUNITY COMMERCIAL -- C-2,Military Housing,True,False,0.0,0.0,-99999.99,1,,,
297,10,7900,EUG -- COMMUNITY COMMERCIAL -- C-2,Misc. Group Quarters,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
298,10,8000,EUG -- COMMUNITY COMMERCIAL -- C-2,Agriculture / Timber / Mining,True,False,0.0,0.0,-99999.99,1,,,
299,10,9000,EUG -- COMMUNITY COMMERCIAL -- C-2,Other,True,False,0.0,0.0,-99999.99,1,,,
300,89,1110,EUG -- MAJOR COMMERCIAL -- C-3,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
301,89,1121,EUG -- MAJOR COMMERCIAL -- C-3,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
302,89,1122,EUG -- MAJOR COMMERCIAL -- C-3,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
303,89,1130,EUG -- MAJOR COMMERCIAL -- C-3,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
304,89,1210,EUG -- MAJOR COMMERCIAL -- C-3,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
305,89,1220,EUG -- MAJOR COMMERCIAL -- C-3,Multifamily - Large Building,True,False,0.0,0.0,-99999.99,1,,,
306,89,2111,EUG -- MAJOR COMMERCIAL -- C-3,Mixed Use - Retail + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
307,89,2112,EUG -- MAJOR COMMERCIAL -- C-3,Mixed Use - Retail + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
308,89,2121,EUG -- MAJOR COMMERCIAL -- C-3,Mixed Use - Office + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
309,89,2122,EUG -- MAJOR COMMERCIAL -- C-3,Mixed Use - Office + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
310,89,2131,EUG -- MAJOR COMMERCIAL -- C-3,Mixed Use - Services + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
